,PUNUGULU,MIRCHI,ALOO BAJJI,PAKODI,CORN SAMOSA,NUGGETS,FRENCH FRIES,MASALA VADA,DAL VADA,PAROTA CHICKEN,CHICKEN BIRYANI,EGG BIRIYANI,EGG PAROTA,EGG CHAPATHI,MEALS,CHOLE POORI,CHAPATHI VEG,PAROTA VEG,GOBI RICE,VEG PULAV,VEG FRIED RICE,TOMATO RICE,JEERA RICE,VEG MANCHURIA,VADA,BONDA,POORI,MASALA DOSA,ONION DOSA,UTHAPPAM,PLAIN DOSA,UPMA,COFFEE,LEMON TEA,HORLICKS,BOOST,BADAM MILK,ROSE MILK,MASALA TEA,HOT CHOCO,TEA,IDLY,CHAPATHI CHICKEN,cluster
0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
1,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3
2,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,1
3,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1
4,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1
5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3
6,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2
7,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2
8,5.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,2
9,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3
10,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
11,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,1
12,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3
13,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1
14,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2
15,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2
16,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1
17,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2
18,5.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,5.0,3
19,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1
20,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,3.0,2.0,2
21,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2
22,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
24,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1
25,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0
27,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,2
28,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4
29,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3
30,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4
31,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3
32,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
33,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0
34,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,1
35,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2
36,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2
37,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,2
38,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2
39,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3
40,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,3
41,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,1.0,5.0,3
42,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1
43,5.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3
44,4.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1
45,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
46,4.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3
47,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2
48,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2
49,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,3
50,5.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2
51,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2
52,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0
53,5.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2
